ClubOfficialId,Sport code,Aanduiding code,Aanduiding,Competitiesoort,Klasse code,Klasse,Poule code,Poule,Intern wedstrijdnummer,Wedstrijdnummer,Elftal,Elftalcode,Sorteervolgorde,Thuis teamcode,Thuis team,Gesl thuis team,Thuis organisatiecode,Uit teamcode,Uit organisatiecode,Uit team,Gesl uit team,Wedstrijd,Thuisscore,Uitscore,Wedstrijddatum,Wedstrijddatum (niet geformatteerd),Aanvangstijd,Accommodatie code,Accommodatie naam,Straat,Huisnummer,Toevoeging,Postcode,Plaats,Telefoon,Veld,Veldtype,Veld/Zaal,Info,Arbitrage opmerkingen,Tuchtstatus,Bijzonderheden,Code buiten mededinging,Buiten mededinging,District,ClubOfficialId,Wedstrijdstatus,ClubOfficialId,Internetstatus,Sport omschrijving,Wedstrijddetails Code,DWF wedstrijd?,Verenigingsofficials,Bondsofficials,Scheidsrechter(s),ClubOfficialId,ClubOfficialId,Scheidsrechtercode,Scheidsrechter,Overige officialcode,Overige official,Scheidsrechter,Kleedkamer thuis,Kleedkamer uit,Kleedkamer official,Vertrektijd,Rijder(s),Soort wedstrijd,Thuiswedstrijd?,Kleding uitgereikt,Op terrein tegenstander?,Bondswedstrijd?,Bond/Club,Info
"","SOCCER-VE-ZA","0241","0241 C-Junioren (A-cat)","DEFAULT_COMPETITION","10","Hoofdklasse","381549","B","8881959","45518","Zwaluwen Utrecht 11 C1","109049","901","96860","Soest SO C1","man","BBBZ168","109049","BBCC67I","Zwaluwen Utrecht 11 C1","man","Soest SO C1 - Zwaluwen Utrecht 11 C1","","","11/04/2015","2015-04-11","14:00","BBCF37O","Sportpark "Bosstraat"","Bosstraat","137","","3766AE","SOEST","","veld 1 SO Soest","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","true","","E. van der Vlist (Scheidsrechter)","E. van der Vlist (Scheidsrechter)","","","LZRK01J","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0247","0247 C-Junioren (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","407928","52","9441072","185610","Zwaluwen Utrecht 11 C2","109061","902","109061","Zwaluwen Utrecht 11 C2","man","BBCC67I","209944","BBBZ68P","Kampong C8","man","Zwaluwen Utrecht 11 C2 - Kampong C8","","","11/04/2015","2015-04-11","10:30","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 3","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0247","0247 C-Junioren (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","407927","51","9441041","185579","Zwaluwen Utrecht 11 C3","192149","903","192149","Zwaluwen Utrecht 11 C3","man","BBCC67I","105115","BBBZ68P","Kampong C4","man","Zwaluwen Utrecht 11 C3 - Kampong C4","","","11/04/2015","2015-04-11","09:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 1","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0247","0247 C-Junioren (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","407931","55","9441144","185682","Zwaluwen Utrecht 11 C4","192292","904","192292","Zwaluwen Utrecht 11 C4","man","BBCC67I","105774","BBCC82J","Vriendenschaar C4","man","Zwaluwen Utrecht 11 C4 - Vriendenschaar C4","","","11/04/2015","2015-04-11","16:15","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 3","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0247","0247 C-Junioren (voorjaar)","DEFAULT_COMPETITION","14","4e klasse","407957","54","9441192","185730","Zwaluwen Utrecht 11 C5","192293","905","176070","IJFC C4","man","BBCC80R","192293","BBCC67I","Zwaluwen Utrecht 11 C5","man","IJFC C4 - Zwaluwen Utrecht 11 C5","","","11/04/2015","2015-04-11","08:45","BBCD78R","Sportpark "Groenvliet"","Heemradenlaan","13","","3403NK","IJSSELSTEIN UT","","veld 2 IJFC","Gras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0251","0251 D-Pupillen","DEFAULT_COMPETITION","11","1e klasse","381454","9","9122819","98594","Zwaluwen Utrecht 11 D1","109050","1001","98086","PVCV D1","man","BBBZ19B","109050","BBCC67I","Zwaluwen Utrecht 11 D1","man","PVCV D1 - Zwaluwen Utrecht 11 D1","","","11/04/2015","2015-04-11","11:25","BBCF967","Sportpark "Fletiomare Oost" - PVCV","Europaweg","1","","3451HG","VLEUTEN","","veld 1","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"FPZX12S","SOCCER-VE-ZA","0254","0254 Onder 12 competitie (voorjaar)","DEFAULT_COMPETITION","02","Onder 12","408908","10","9433513","178051","Zwaluwen Utrecht 11 D2","109055","1002","101323","DOSC D3","man","BBCC08V","109055","BBCC67I","Zwaluwen Utrecht 11 D2","man","DOSC D3 - Zwaluwen Utrecht 11 D2","","","11/04/2015","2015-04-11","09:45","BBCG18O","Sportpark "DOSC"","Schroeder van der Kolkln","1","","3734VH","DEN DOLDER","","veld 3","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","FPZX12S","gepland","FPZX12S","CLUB_SCHEDULED","Veld ZA","","true","Gijselhart, S., Oostenbruggen, J.","","Gijselhart, S., Oostenbruggen, J.","FPZX12S","FPZX12S","FPZX12S","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0257","0257 D-Pupillen (voorjaar)","DEFAULT_COMPETITION","14","4e klasse","408135","67","9453516","198053","Zwaluwen Utrecht 11 D4","109057","1004","109057","Zwaluwen Utrecht 11 D4","man","BBCC67I","104488","BBBZ65M","Elinkwijk D3","man","Zwaluwen Utrecht 11 D4 - Elinkwijk D3","","","11/04/2015","2015-04-11","10:30","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 1","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0257","0257 D-Pupillen (voorjaar)","DEFAULT_COMPETITION","15","5e klasse","408298","51","9438254","182792","Zwaluwen Utrecht 11 D5","193346","1005","193346","Zwaluwen Utrecht 11 D5","man","BBCC67I","104041","BBCC30C","Brederodes D5","man","Zwaluwen Utrecht 11 D5 - Brederodes D5","","","11/04/2015","2015-04-11","12:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 3","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0257","0257 D-Pupillen (voorjaar)","DEFAULT_COMPETITION","14","4e klasse","408132","64","9453432","197969","Zwaluwen Utrecht 11 D6","187612","1006","172178","DWSM D1","man","FSRG90K","187612","BBCC67I","Zwaluwen Utrecht 11 D6","man","DWSM D1 - Zwaluwen Utrecht 11 D6","","","11/04/2015","2015-04-11","11:00","LWSM63R","Sportpark "Daalseweide"","Sportparkweg","1","","3604AW","MAARSSEN","030-2432571","veld 2 DWSM","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","B9230","B9230 E-Pupillen 9:9 beker 3e ronde","TROPHY_COMPETITION","21","Groep 1","414725","C (tussenronde)","9605252","209057","Zwaluwen Utrecht 11 E1","109051","1101","109051","Zwaluwen Utrecht 11 E1","man","BBCC67I","109082","BBCC70O","UVV E1","man","Zwaluwen Utrecht 11 E1 - UVV E1","","","08/04/2015","2015-04-08","17:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 1","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0270","0270 E-Pupillen 9:9 (3e fase)","DEFAULT_COMPETITION","10","Hoofdklasse","411557","13","9562291","203942","Zwaluwen Utrecht 11 E1","109051","1101","109051","Zwaluwen Utrecht 11 E1","man","BBCC67I","102867","BBCC61C","OSM 75 E1","man","Zwaluwen Utrecht 11 E1 - OSM 75 E1","","","11/04/2015","2015-04-11","13:30","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 3","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","11","1e klasse","408062","22","9450629","195166","Zwaluwen Utrecht 11 E2","109062","1102","109062","Zwaluwen Utrecht 11 E2","man","BBCC67I","104417","BBBZ36E","DHSC E1","man","Zwaluwen Utrecht 11 E2 - DHSC E1","","","11/04/2015","2015-04-11","11:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0266","0266 Onder 10 competitie (3e fase)","DEFAULT_COMPETITION","02","Onder 10","411537","06","9563013","204588","Zwaluwen Utrecht 11 E3","109058","1103","173034","Bilt De E3","man","FJQB25X","109058","BBCC67I","Zwaluwen Utrecht 11 E3","man","Bilt De E3 - Zwaluwen Utrecht 11 E3","","","11/04/2015","2015-04-11","08:30","BBCG20T","Sportpark "Weltevreden"- De Bilt","Weltevreden","1","","3731AL","DE BILT","","veld 4","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","12","2e klasse","408164","25","9425876","170416","Zwaluwen Utrecht 11 E4","193664","1104","193664","Zwaluwen Utrecht 11 E4","man","BBCC67I","102063","BBBZ51F","VVIJ E5","man","Zwaluwen Utrecht 11 E4 - VVIJ E5","","","11/04/2015","2015-04-11","10:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","408485","36","9419010","163550","Zwaluwen Utrecht 11 E5","193667","1105","104851","Kampong E6","man","BBBZ68P","193667","BBCC67I","Zwaluwen Utrecht 11 E5","man","Kampong E6 - Zwaluwen Utrecht 11 E5","","","11/04/2015","2015-04-11","08:45","BBCQ55F","Sportpark "Maarschalkerweerd"-K'pong","Ln van Maarschalkerweerd","1","","3585LJ","UTRECHT","","veld 7","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","408485","36","9419007","163547","Zwaluwen Utrecht 11 E6","193668","1106","176421","PVCV E5","man","BBBZ19B","193668","BBCC67I","Zwaluwen Utrecht 11 E6","man","PVCV E5 - Zwaluwen Utrecht 11 E6","","","11/04/2015","2015-04-11","08:50","BBCF967","Sportpark "Fletiomare Oost" - PVCV","Europaweg","1","","3451HG","VLEUTEN","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","14","4e klasse","408534","41","9447022","191559","Zwaluwen Utrecht 11 E7","193669","1107","198173","PVCV E8","man","BBBZ19B","193669","BBCC67I","Zwaluwen Utrecht 11 E7","man","PVCV E8 - Zwaluwen Utrecht 11 E7","","","11/04/2015","2015-04-11","08:50","BBCF967","Sportpark "Fletiomare Oost" - PVCV","Europaweg","1","","3451HG","VLEUTEN","","veld 3","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","17","7e klasse","408664","51","9596052","206183","Zwaluwen Utrecht 11 E8","196296","1108","196296","Zwaluwen Utrecht 11 E8","man","BBCC67I","242320","BBCC90U","VV De Dreef E4","man","Zwaluwen Utrecht 11 E8 - VV De Dreef E4","","","11/04/2015","2015-04-11","09:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","16","6e klasse","408773","61","9443776","188314","Zwaluwen Utrecht 11 E9","196297","1109","227469","VV De Dreef E3","man","BBCC90U","196297","BBCC67I","Zwaluwen Utrecht 11 E9","man","VV De Dreef E3 - Zwaluwen Utrecht 11 E9","","","11/04/2015","2015-04-11","10:00","FMCX43E","Sportpark "De Dreef"","Schooneggendreef","27","B","3562GG","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","16","6e klasse","408772","60","9443749","188287","Zwaluwen Utrecht 11 E10","236274","1110","236274","Zwaluwen Utrecht 11 E10","man","BBCC67I","104854","BBBZ68P","Kampong E10","man","Zwaluwen Utrecht 11 E10 - Kampong E10","","","11/04/2015","2015-04-11","11:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0267","0267 E-Pupillen (voorjaar)","DEFAULT_COMPETITION","17","7e klasse","408662","49","9415439","159979","Zwaluwen Utrecht 11 E11","247961","1111","247504","SJO/ OSC Utrecht E2","man","QLHZ32H","247961","BBCC67I","Zwaluwen Utrecht 11 E11","man","SJO/ OSC Utrecht E2 - Zwaluwen Utrecht 11 E11","","","11/04/2015","2015-04-11","10:00","BBCD89V","Sportpark "Zoudenbalch" ","Ln van Maarschalkerweerd","15","","3585LJ","UTRECHT","","veld 3 Sterrenwijk","Gras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","12","2e klasse","406921","31","9423435","167975","Zwaluwen Utrecht 11 F1","109060","1201","109060","Zwaluwen Utrecht 11 F1","man","BBCC67I","98099","BBBZ19B","PVCV F3","man","Zwaluwen Utrecht 11 F1 - PVCV F3","","","11/04/2015","2015-04-11","12:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","14","4e klasse","407041","36","9448644","193181","Zwaluwen Utrecht 11 F2","109052","1202","109052","Zwaluwen Utrecht 11 F2","man","BBCC67I","98108","BBBZ19B","PVCV F8","man","Zwaluwen Utrecht 11 F2 - PVCV F8","","","11/04/2015","2015-04-11","12:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZO","0573","0573 F-Pupillen Zondag 2e fase (voorjaar)","DEFAULT_COMPETITION","17","7e klasse Utrecht","413576","B","9599192","207575","Zwaluwen Utrecht 11 F2","246672","1202","225783","Elinkwijk F9","man","BBBZ65M","246672","BBCC67I","Zwaluwen Utrecht 11 F2","man","Elinkwijk F9 - Zwaluwen Utrecht 11 F2","","","12/04/2015","2015-04-12","10:30","BBCD92R","Sportpark "Elinkwijk"","Amsterdamsestraatweg","1015","","3555HT","UTRECHT","","veld 2","","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZO","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","406997","30","9428448","172988","Zwaluwen Utrecht 11 F3","109053","1203","109053","Zwaluwen Utrecht 11 F3","man","BBCC67I","192205","BBCC70O","UVV F4","man","Zwaluwen Utrecht 11 F3 - UVV F4","","","11/04/2015","2015-04-11","10:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","13","3e klasse","406996","29","9428413","172953","Zwaluwen Utrecht 11 F4","191890","1204","209540","Elinkwijk F2","man","BBBZ65M","191890","BBCC67I","Zwaluwen Utrecht 11 F4","man","Elinkwijk F2 - Zwaluwen Utrecht 11 F4","","","11/04/2015","2015-04-11","08:30","BBCD92R","Sportpark "Elinkwijk"","Amsterdamsestraatweg","1015","","3555HT","UTRECHT","","veld 2","","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","15","5e klasse","407361","41","9445051","189588","Zwaluwen Utrecht 11 F5","196032","1205","227465","DESTO F9","man","BBBZ54I","196032","BBCC67I","Zwaluwen Utrecht 11 F5","man","DESTO F9 - Zwaluwen Utrecht 11 F5","","","11/04/2015","2015-04-11","09:00","BBCD70T","Sportpark "Vryheit" - DESTO","Componistenlaan","1","","3451SX","VLEUTEN","","veld 5","Gras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","15","5e klasse","407361","41","9445066","189603","Zwaluwen Utrecht 11 F6","196033","1206","197538","DHSC F3","man","BBBZ36E","196033","BBCC67I","Zwaluwen Utrecht 11 F6","man","DHSC F3 - Zwaluwen Utrecht 11 F6","","","11/04/2015","2015-04-11","09:00","BBCG00J","Sportpark "Thorbecke" - DHSC","Thorbeckelaan","16","","3552CS","UTRECHT","","veld 3","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","0277","0277 F-Pupillen (voorjaar)","DEFAULT_COMPETITION","20","10e klasse","407941","7 meiden","9423699","168239","Zwaluwen Utrecht F8M","198017","1208","198017","Zwaluwen Utrecht F8M","vrouw","BBCC67I","104450","BBBZ37F","Vreeswijk F3M","vrouw","Zwaluwen Utrecht F8M - Vreeswijk F3M","","","11/04/2015","2015-04-11","09:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 2","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-ZA-WK","1314","1314 Vrouwen Zaal recreatie","DEFAULT_COMPETITION","10","Hoofdklasse","381882","2","8664213","2533","Zwaluwen Utrecht 11 VR1","231187","1501","100647","Team Vos VR1","vrouw","BBCB293","231187","BBCC67I","Zwaluwen Utrecht 11 VR1","vrouw","Team Vos VR1 - Zwaluwen Utrecht 11 VR1","","","10/04/2015","2015-04-10","20:10","BBCG47W","Hilt de","Hasselaarlaan","1","C","3755AV","EEMNES","","De Hilt veld 1","","Zaal","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","","Zaal WK","","false","","J.M. Verwer (Scheidsrechter)","J.M. Verwer (Scheidsrechter)","","","BBQM85Y","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","216","216 Vrouwen Zaterdag","DEFAULT_COMPETITION","14","4e klasse","385837","C","9118344","94119","Zwaluwen Utrecht 11 VR1","204533","1501","204533","Zwaluwen Utrecht 11 VR1","vrouw","BBCC67I","189861","BBBZ30I","HMS VR1","vrouw","Zwaluwen Utrecht 11 VR1 - HMS VR1","","","11/04/2015","2015-04-11","13:00","BBCF51O","Sportpark "Welgelegen"- Zw. Utrec'11","Grebbeberglaan","4","","3527VX","UTRECHT","","veld 1","WeTra","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-VE-ZO","513","513 Vrouwen Zondag","DEFAULT_COMPETITION","15","5e klasse","387419","H","9215542","115574","Zwaluwen Utrecht 11 VR1","223829","1501","241576","Hoogland VR3","vrouw","BBBZ69Q","223829","BBCC67I","Zwaluwen Utrecht 11 VR1","vrouw","Hoogland VR3 - Zwaluwen Utrecht 11 VR1","","","12/04/2015","2015-04-12","11:00","BBCD84Q","Sportpark "Langenoord" - Hoogland","Sportlaan","30","","3828AZ","HOOGLAND","","veld 4","Kunstgras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZO","","true","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-VE-ZA","216","216 Vrouwen Zaterdag","DEFAULT_COMPETITION","15","5e klasse","385841","C","9122005","97780","Zwaluwen Utrecht 11 VR2","216331","1502","101964","Saestum VR3","vrouw","BBCC49E","216331","BBCC67I","Zwaluwen Utrecht 11 VR2","vrouw","Saestum VR3 - Zwaluwen Utrecht 11 VR2","","","11/04/2015","2015-04-11","14:30","BBCF82Y","Sportpark "Saestum"","Noordweg Noord","1","","3704JG","ZEIST","","veld 3","Gras","Veld","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","CLUB_TOBE_SCHEDULED","Veld ZA","","true","","","","","","","","","","","","","","","","Bondswedstrijd","false","","false","true","B","meer >>"
"","SOCCER-ZA-WK","1314","1314 Vrouwen Zaal recreatie","DEFAULT_COMPETITION","12","2e klasse","381039","6","8666148","3614","Zwaluwen Utrecht 11 VR3","242993","1503","242993","Zwaluwen Utrecht 11 VR3","vrouw","BBCC67I","202195","BBBZ41C","Hercules VR6","vrouw","Zwaluwen Utrecht 11 VR3 - Hercules VR6","","","10/04/2015","2015-04-10","19:15","MMYH347","Nieuw Welgelegen","Grebbeberglaan","13","","3527VX","UTRECHT","","Nieuw Welgelegen veld 2 (boven)","","Zaal","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","","Zaal WK","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
"","SOCCER-ZA-WK","1314","1314 Vrouwen Zaal recreatie","DEFAULT_COMPETITION","12","2e klasse","381039","6","8666624","4090","Zwaluwen Utrecht 11 VR4","243272","1504","243272","Zwaluwen Utrecht 11 VR4","vrouw","BBCC67I","243609","NYFN127","Exstudiantes Utrecht VR1","vrouw","Zwaluwen Utrecht 11 VR4 - Exstudiantes Utrecht VR1","","","10/04/2015","2015-04-10","19:15","MMYH347","Nieuw Welgelegen","Grebbeberglaan","13","","3527VX","UTRECHT","","Nieuw Welgelegen veld 1 (beneden)","","Zaal","meer >>","","","Te spelen","","","KNVB-DISTRICT-WEST1","","gepland","","","Zaal WK","","false","","","","","","","","","","","","","","","","Bondswedstrijd","true","","false","true","B","meer >>"
